Study Name	031-0305W
Sample Name	2024-02-22
Run Name	spot01
Operator	Angus+Elena
Date	2/22/2024
Time	14:00
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	75
dt	50.000001E-12
time stamp (ms)	3:17:11 PM
	
Time	Amplitude
0.000000E+0	-4.839073E-3
5.000000E-11	-4.856203E-3
1.000000E-10	-4.881897E-3
1.500000E-10	-4.899026E-3
2.000000E-10	-4.916156E-3
2.500000E-10	-4.958980E-3
3.000000E-10	-5.001803E-3
3.500000E-10	-5.018933E-3
4.000000E-10	-5.018933E-3
4.500000E-10	-5.053192E-3
5.000000E-10	-5.121709E-3
5.500000E-10	-5.173098E-3
6.000000E-10	-5.207357E-3
6.500000E-10	-5.267310E-3
7.000000E-10	-5.344392E-3
7.500000E-10	-5.404345E-3
8.000000E-10	-5.447169E-3
8.500000E-10	-5.472863E-3
9.000000E-10	-5.507122E-3
9.500000E-10	-5.532816E-3
1.000000E-9	-5.507122E-3
1.050000E-9	-5.455734E-3
1.100000E-9	-5.421475E-3
1.150000E-9	-5.344392E-3
1.200000E-9	-5.224486E-3
1.250000E-9	-5.121709E-3
1.300000E-9	-5.036062E-3
1.350000E-9	-4.916156E-3
1.400000E-9	-4.813379E-3
1.450000E-9	-4.761991E-3
1.500000E-9	-4.727732E-3
1.550000E-9	-4.702038E-3
1.600000E-9	-4.693473E-3
1.650000E-9	-4.710602E-3
1.700000E-9	-4.753426E-3
1.750000E-9	-4.804814E-3
1.800000E-9	-4.796250E-3
1.850000E-9	-4.770555E-3
1.900000E-9	-4.830509E-3
1.950000E-9	-4.856203E-3
2.000000E-9	-4.779120E-3
2.050000E-9	-4.710602E-3
2.100000E-9	-4.693473E-3
2.150000E-9	-4.624955E-3
2.200000E-9	-4.522178E-3
2.250000E-9	-4.496484E-3
2.300000E-9	-4.522178E-3
2.350000E-9	-4.522178E-3
2.400000E-9	-4.539308E-3
2.450000E-9	-4.582131E-3
2.500000E-9	-4.616390E-3
2.550000E-9	-4.650649E-3
2.600000E-9	-4.736297E-3
2.650000E-9	-4.856203E-3
2.700000E-9	-4.967544E-3
2.750000E-9	-5.044627E-3
2.800000E-9	-5.104580E-3
2.850000E-9	-5.173098E-3
2.900000E-9	-5.215921E-3
2.950000E-9	-5.224486E-3
3.000000E-9	-5.241616E-3
3.050000E-9	-5.275875E-3
3.100000E-9	-5.310133E-3
3.150000E-9	-5.335828E-3
3.200000E-9	-5.361522E-3
3.250000E-9	-5.370087E-3
3.300000E-9	-5.395781E-3
3.350000E-9	-5.421475E-3
3.400000E-9	-5.404345E-3
3.450000E-9	-5.344392E-3
3.500000E-9	-5.310133E-3
3.550000E-9	-5.275875E-3
3.600000E-9	-5.190227E-3
3.650000E-9	-5.113145E-3
3.700000E-9	-5.078886E-3
3.750000E-9	-5.053192E-3
3.800000E-9	-4.993238E-3
3.850000E-9	-4.941850E-3
3.900000E-9	-4.950415E-3
3.950000E-9	-4.958980E-3
4.000000E-9	-4.958980E-3
4.050000E-9	-5.001803E-3
4.100000E-9	-5.087450E-3
